"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","abbrName"
4.927595,-1.19270817775963,0.934365,5.06792,-1.21841918550734,0.79354,5.10717,-1.22292614081183,0.867439999999998,5.33302,-1.22562386532038,0.96735,5.51961,-1.19736909586131,0.798960000000001,5.56329,-1.18668912482534,1.065985,5.62827,-1.1703183267084,0.785430000000002,5.83217,-1.11376812822533,0.895644999999998,5.8905,-1.0914063448013,1.03148,5.99144,-1.04068084577163,0.772839999999999,6.07833,-0.981001000178746,0.66245,6.144385,-0.924488805250569,0.759250000000002,6.26669,-0.804567241254082,0.579235000000001,6.33217,-0.727260203346665,0.81457,6.35013,-0.703861350550721,0.660250000000001,6.39316,-0.643312955941916,0.596609999999998,6.440295,-0.568830005067591,0.537514999999999,6.45016,-0.551992318965978,0.665735000000002,6.521215,-0.396190477381088,0.480474999999998,6.552825,-0.314431567946435,0.595330000000001,6.622465,-0.13408167196236,0.529330000000002,6.65037,-0.0694877744915083,0.492599999999999,6.66053,-0.0475546172903429,0.4086,6.66455,-0.0385709370692018,0.49485,6.684645,0.00838069202260218,0.378599999999999,6.68782,0.0159107739462592,0.387965000000001,6.710705,0.0683589770386446,0.22729,6.71692,0.0814694977424797,0.42662,6.71934,0.0863782372018412,0.237749999999998,6.72366,0.0954673392424488,0.279209999999999,6.72454,0.0974054412302759,0.189699999999998,6.72875,0.106916337067145,0.40277,6.73695,0.125456728521402,0.390460000000001,6.74211,0.136132354933038,0.315085,6.7505,0.152962194203195,0.246390000000002,6.75755,0.167743921066538,0.292950000000001,6.75958,0.172061542564186,0.442789999999999,6.781545,0.218143032934701,0.193455,6.79291,0.239573099562308,0.253430000000002,6.79713,0.246750778675028,0.18224,6.80698,0.263695465501977,0.132680000000001,6.81104,0.27098935778807,0.171970000000002,6.81691,0.281643832203269,0.165579999999999,6.826895,0.299486968215948,0.2013,6.84654,0.329786083692221,0.105080000000001,6.84833,0.332035030494296,0.214680000000001,6.880405,0.363057110632706,0.185960000000001,6.898125,0.374223618066541,0.163544999999999,6.925545,0.386409712285563,0.12452,6.94585,0.393625448930818,0.17221,6.96022,0.398865421707172,0.202960000000001,6.976675,0.402946677429287,0.179165000000001,7.00624,0.400758659479711,0.150980000000001,7.024645,0.394904074221789,0.0890999999999984,7.08361,0.367391198817707,0.397034999999999,7.09408,0.363003068903477,0.149660000000001,7.13726,0.352609147508043,0.126049999999999,7.17533,0.343166440870576,0.147189999999998,7.2194,0.328033174633786,0.228750000000002,7.271075,0.307289534907472,0.0250650000000014,7.29266,0.298435496857406,0.149445,7.34352,0.279027994164819,0.343720000000001,7.36273,0.272508675117517,0.370519999999999,7.40909,0.255258895002522,0.20213,7.4806,0.224342964397695,0.0898000000000003,7.494195,0.217933223029108,0.125395000000001,7.5967,0.164998575533328,0.192879999999999,7.616985,0.153682009356602,0.143190000000001,7.65992,0.128726750250114,0.211030000000001,7.69001,0.110487180887286,0.473199999999999,7.758505,0.0670604741264175,0.0958049999999986,7.83738,0.0146293109959026,0.321764999999999,7.83887,0.0136213169850743,0.116479999999999,7.94495,-0.0593396645432838,0.0408200000000001,8.08737,-0.167312338488365,0.106580000000001,8.19533,-0.256134694204003,0.123149999999999,8.36736,-0.40449040518476,0.0803800000000017,8.505295,-0.524572897086798,0.137070000000001,8.59119,-0.597761163990882,0.138349999999999,8.60363,-0.608224776791837,0.0695900000000016,8.744195,-0.728769505185581,0.252124999999999,8.85262,-0.824196510970827,0.129909999999999,9.15906,-1.10083851681165,0.215530000000001,9.19297,-1.1317454665235,0.174579999999999,9.23418,-1.1693083639217,0.0665499999999994,9.35238,-1.27774608466241,0.332965000000002,9.64968,-1.5567028299787,0.366769999999999,9.77906,-1.68079366081075,0.170210000000001,9.92289,-1.82059982705273,0.19171,9.95588,-1.85293753250342,0.32197,"MarvinWilliams"
"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","abbrName"
5.20501,-0.46059645243387,-0.0216549999999991,5.21404,-0.452249113017429,0.184460000000001,5.22231,-0.444728887874294,-0.0576149999999984,5.234395,-0.434009303213364,0.0310300000000012,5.245705,-0.424331755136178,0.181114999999998,5.25798,-0.414267381197485,0.117529999999999,5.26296,-0.410260370109262,-0.0857700000000001,5.273475,-0.401903939663792,0.0315599999999989,5.28847,-0.390260898337516,-0.0437699999999985,5.3003,-0.381332074137405,-0.0418850000000006,5.317525,-0.368791330439611,-0.0702500000000015,5.335145,-0.35664662402449,-0.0661799999999992,5.34529,-0.349987823475336,-0.116019999999999,5.35802,-0.341933983179608,-0.0692999999999984,5.39135,-0.322116447068744,0.223839999999999,5.4066,-0.313492492579381,-0.1219,5.43175,-0.299599477649398,-0.0989450000000005,5.44128,-0.294563092934791,-0.0202099999999987,5.45324,-0.288690687701684,0.303059999999999,5.46944,-0.281285252739848,-0.172934999999999,5.48555,-0.274216600483757,-0.1128,5.50185,-0.266996242107388,0.248830000000002,5.528465,-0.256133025405472,-0.0218249999999998,5.55862,-0.247920284821974,0.350629999999999,5.57145,-0.245442525437693,0.286740000000002,5.610765,-0.240160962099895,-0.133790000000001,5.64723,-0.236247475444382,0.312080000000002,5.68103,-0.231203018818036,0.15042,5.72966,-0.218884482189369,0.118749999999999,5.753445,-0.212760949186587,-0.06541,5.78752,-0.203883963578999,-0.560700000000001,5.81329,-0.196420137430713,-0.180340000000001,5.87255,-0.173692363509446,0.141265000000001,5.90422,-0.156003076592337,-0.281179999999999,5.939485,-0.127721301124392,0.15671,5.95009,-0.117956489474767,-0.250409999999999,5.98126,-0.0877374513528737,0.136095000000001,5.99652,-0.0728635273230634,-0.194279999999999,6.049535,-0.0274354426899204,-0.149570000000001,6.083015,-0.00643765132528197,-0.227955000000001,6.118705,0.0173681396674681,0.10162,6.12478,0.0215242209811582,-0.306335000000001,6.158655,0.0444507888206149,-0.118355000000001,6.18931,0.0637397749536941,-0.281614999999999,6.21623,0.0784244022473956,-0.184049999999999,6.23277,0.0864988992139284,-0.402609999999999,6.24733,0.0934446460019257,-0.243404999999999,6.27815,0.107659869650876,-0.283619999999999,6.305415,0.11970175644302,-0.275189999999998,6.32898,0.129721234872257,-0.359300000000001,6.373695,0.147602569841706,-0.243255000000001,6.399645,0.156788253685405,-0.215195000000001,6.422685,0.164290076558776,0.0525650000000013,6.44586,0.171379215404505,-0.244949999999999,6.47079,0.178674633385737,-0.29665,6.49087,0.184432184362846,-0.248515000000001,6.542585,0.199176382322407,-0.371095,6.569785,0.205962499763473,-0.278445000000001,6.647845,0.221189061230121,-0.216419999999999,6.724975,0.232287233043926,-0.0711000000000013,6.758765,0.236640848480711,-0.301365000000001,6.828545,0.245992517877408,-0.232724999999999,6.93999,0.258897096298983,-0.402975000000001,6.991155,0.262867669774501,-0.299410000000002,7.02864,0.265104725057269,-0.222799999999999,7.097565,0.267923753083849,-0.263719999999999,7.1967,0.269597142642866,-0.301335000000002,7.26295,0.2695235925225,-0.369959999999999,7.38448,0.266029572691038,-0.107880000000002,7.44472,0.262549507029417,-0.237159999999999,7.5196,0.256588169211573,-0.353110000000001,7.612,0.246706128384333,-0.0809299999999986,7.72064,0.231471136058936,-0.362065000000001,7.78388,0.220787081216408,-0.36261,7.90326,0.198257422718008,-0.225854999999999,7.99929,0.177419783488301,-0.328305,8.17409,0.129655200669807,-0.04542,8.2776,0.0932719530858776,-0.36543,8.39956,0.0411755954820274,-0.310949999999998,8.50385,-0.0091317969695147,-0.432694999999999,8.66801,-0.0981571101066892,-0.360749999999999,8.86504,-0.220988770000921,-0.216750000000001,8.96742,-0.291737849935034,-0.331105000000001,9.199725,-0.4699491558234,-0.23076,9.46902,-0.707447437549831,0.0696399999999997,9.5815,-0.816436146830562,-0.0667550000000006,9.80087,-1.04554014972339,-0.323564999999999,10.05488,-1.33815348930973,-0.322205,10.25648,-1.5912767854085,-0.13777,10.4307,-1.82491459819831,-0.32321,"MasonPlumlee"
"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","abbrName"
5.06364,-1.04458322028953,0.419550000000001,5.2256,-1.01006912749142,0.577470000000002,5.47083,-0.916304537468807,0.545660000000002,5.483275,-0.910199326647569,0.721150000000002,5.660895,-0.808732759824521,0.333100000000002,5.67428,-0.799995860503341,0.452279999999998,5.71756,-0.770684133278727,0.455100000000002,5.9008,-0.629103398678911,0.409269999999999,5.949805,-0.586624868282598,0.277374999999999,5.997885,-0.543129834546337,0.261700000000001,6.048265,-0.495663421759503,0.375924999999999,6.138145,-0.405584307736993,0.35116,6.26764,-0.255693351572292,0.339305,6.28339,-0.236464889392248,0.20571,6.347115,-0.158274791080266,0.490545000000001,6.36421,-0.137421826438137,0.174410000000002,6.377685,-0.121087874130227,-0.00206500000000176,6.453535,-0.0162957499792736,0.210995,6.490335,0.040596891544366,0.446494999999999,6.53787,0.115219233916951,0.146564999999999,6.591815,0.195890412855446,0.190515000000001,6.60329,0.211877113738131,0.152049999999999,6.627135,0.24322862321557,0.314409999999999,6.654165,0.278490454889175,0.11402,6.7102,0.352328035815486,0.0245700000000006,6.71978,0.363895590303608,-0.0895100000000006,6.72469,0.369605166443606,0.146170000000001,6.73994,0.386210356767116,0.2151,6.75588,0.401578333935316,-0.00844000000000023,6.7773,0.422626196148214,0.12237,6.795965,0.440495245370029,0.0699700000000014,6.80066,0.444663118378244,0.10641,6.81144,0.453436634997449,0.00819999999999865,6.81411,0.455404075513948,0.0806399999999989,6.814165,0.455443653034458,0.0539400000000008,6.85012,0.478702490043533,0.237365,6.863145,0.485781630041364,-0.0472949999999983,6.886635,0.496621800382853,0.0700000000000003,6.88762,0.497020513465652,0.00319500000000161,6.90368,0.502866485300132,-0.00117499999999993,6.92039,0.507081685482801,0.350515000000001,6.933835,0.508975456611747,0.0597749999999984,6.94597,0.509826781157948,0.0228800000000007,6.949445,0.509955323687173,0.0906599999999997,6.97945,0.509939262403475,0.0741900000000015,7.008165,0.505258542060271,0.351780000000002,7.008175,0.505255569340044,0.068835,7.05857,0.482476378836241,0.108250000000002,7.070855,0.475538240998076,0.0861650000000012,7.12587,0.446643008642523,0.00202000000000169,7.128325,0.445636024037891,0.130610000000001,7.14248,0.439298933538887,0.0898700000000012,7.156635,0.431826260519452,0.319205,7.1567,0.431789665528361,-0.11112,7.189755,0.411147595188595,-0.02562,7.21097,0.396570670178138,-0.13025,7.30349,0.339704055215986,0.177365000000002,7.31607,0.333093391585724,-0.157855000000001,7.316235,0.333006105706055,0.283355,7.34452,0.317828447546487,0.147729999999999,7.37069,0.303422408341446,-0.0457600000000014,7.445535,0.260508109991448,0.501014999999999,7.469105,0.246429118169971,0.116579999999999,7.514905,0.218030500479744,0.10737,7.52551,0.211285578601168,0.219465,7.54156,0.200973898290348,0.23808,7.6713,0.114692638289272,0.47664,7.696355,0.0978011384486191,0.234204999999999,7.74828,0.0624039161443955,0.185289999999998,7.766525,0.0497791675187035,0.110904999999999,7.87434,-0.0263971142238851,0.180109999999999,8.085865,-0.179766245083491,0.110810000000001,8.141605,-0.22008931181979,0.209199999999999,8.18584,-0.252141535925047,0.291164999999999,8.25078,-0.300014346699607,0.236045000000001,8.4831,-0.477542395895097,0.156469999999999,8.488625,-0.481854135966191,0.21754,8.735265,-0.67635500352924,0.0411549999999998,8.792825,-0.721915095736679,0.126425000000001,8.92155,-0.82460390383865,0.234310000000001,9.11055,-0.977407718446992,0.231809999999999,9.123045,-0.987542024123938,0.190909999999999,9.382745,-1.19700876492351,0.389804999999999,9.457665,-1.25646934866835,0.251925,9.49432,-1.2853062669484,0.206804999999999,9.558255,-1.33539419047725,0.24614,9.68982,-1.43817216452452,0.163460000000001,10.009795,-1.68663403009703,0.00235999999999947,10.13339,-1.78209677870871,0.165765,10.41525,-1.99889787684536,0.0889099999999985,"MattBarnes"
"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","abbrName"
4.65263,-0.743937056103304,-0.2437,4.70591,-0.712033354994536,0.231204999999999,4.75724,-0.682548259691757,-0.0785100000000014,4.78096,-0.669305531909529,0.29918,4.79919,-0.659282141854803,0.208494999999999,4.830795,-0.642193846464078,-0.183814999999999,4.85398,-0.629782306026914,0.295285,4.889125,-0.61129333795794,0.259219999999999,4.931335,-0.590053309379058,0.316230000000001,4.94333,-0.584288996372848,0.120584999999998,4.966245,-0.573695260228848,-0.181360000000002,4.976425,-0.569182929817822,0.129090000000001,5.01853,-0.551660054317683,-0.325330000000001,5.02512,-0.549085817634743,-0.14705,5.050345,-0.539666157668074,-0.0449349999999988,5.05473,-0.538099916255107,-0.234010000000001,5.07564,-0.530927245361189,-0.0881499999999988,5.083875,-0.528316509261553,-0.324574999999999,5.088735,-0.526910188678019,-0.273585000000001,5.110535,-0.521416286170721,-0.15427,5.121665,-0.51882236303832,0.262965000000001,5.134355,-0.515737692318398,-0.221505000000001,5.144915,-0.513009308231889,-0.265940000000001,5.149195,-0.511992746565576,-0.323805,5.163525,-0.508951022058061,-0.149889999999999,5.17617,-0.506523388436399,0.109680000000001,5.18993,-0.503868290950275,-0.277355,5.19625,-0.502563712758656,0.325759999999999,5.2077,-0.500128695174307,0.18647,5.21362,-0.499123713940082,0.193565,5.226995,-0.497225575817027,0.258649999999999,5.23477,-0.496080008786789,-0.16769,5.24058,-0.495070136662332,0.281839999999999,5.24631,-0.493865116084912,-0.0746800000000007,5.26117,-0.490910986982621,-0.0968300000000006,5.26569,-0.490138990505955,-0.126470000000001,5.27257,-0.488989281746512,0.166435,5.28189,-0.487347054835035,0.245090000000001,5.29712,-0.483951661612086,-0.33822,5.30644,-0.481219693848093,-0.274560000000001,5.32482,-0.476104889595027,0.037230000000001,5.34242,-0.471237026567814,-0.169219999999999,5.34637,-0.470070911256562,0.173310000000001,5.35765,-0.466463463614385,0.300740000000001,5.38194,-0.456520461714742,-0.27178,5.396375,-0.449283190395521,-0.237970000000001,5.404615,-0.44498457680974,0.120494999999998,5.42666,-0.43272409086357,-0.0404300000000006,5.438185,-0.42578598917713,0.19369,5.45555,-0.414508190690924,0.0120499999999986,5.473375,-0.401731285644018,0.312905000000001,5.49991,-0.379869998790832,0.190245000000001,5.52348,-0.358147711781374,-0.0328449999999982,5.551505,-0.330650238020061,0.364090000000001,5.587945,-0.294291410381757,-0.103950000000001,5.60772,-0.275228563927944,0.144760000000002,5.63617,-0.248669793980083,0.102309999999999,5.68854,-0.194547019485514,-0.0696699999999986,5.71048,-0.17099040009259,0.1328,5.741385,-0.138437848593305,0.142659999999999,5.79538,-0.0876455069902834,0.15428,5.81876,-0.0697773073969162,-0.0980899999999991,5.84513,-0.0534104516780614,0.106895000000002,5.886545,-0.0308227580153775,-0.238530000000001,5.96907,0.00614350533344111,0.242764999999999,6.02125,0.0241467981238249,-0.0805749999999996,6.04534,0.0310916021918523,0.227435,6.12799,0.0483409810044351,-0.24776,6.17784,0.0525956308439166,0.111184999999999,6.222815,0.0526818426694061,0.40372,6.294545,0.0471942439689715,-0.33052,6.36863,0.0368402289807309,-0.136430000000001,6.43439,0.0260890333783742,0.176909999999999,6.52868,0.00824697202284826,-0.355930000000001,6.653575,-0.026845539016079,0.373885000000001,6.72217,-0.0507504298940686,-0.332455,6.81086,-0.0854425412392186,0.180769999999999,6.99639,-0.167016130982222,0.157450000000001,7.208505,-0.263911856052784,-0.326059999999998,7.388725,-0.349628269636896,0.262650000000001,7.55468,-0.438036969536236,-0.13813,7.88628,-0.636239829397186,-0.230625,7.97668,-0.694119779852327,0.136585,8.29521,-0.906308710795881,-0.14621,8.62075,-1.13101844162626,-0.0863300000000002,8.81287,-1.27065447456769,0.202494999999999,8.90833,-1.34228292245029,-0.17277,9.24337,-1.60553085347104,0.201419999999999,9.3615,-1.70276188865167,0.291789999999999,9.75094,-2.03968974300644,-0.16338,"MikeConley"
"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","abbrName"
5.20887,-0.872385669089339,-0.323920000000001,5.51798,-0.868414939182416,0.501135000000001,5.68059,-0.840413796952306,-0.293510000000001,5.79004,-0.811495625918279,-0.50318,5.989455,-0.737955634666343,-0.453735000000002,6.015005,-0.726586083639892,0.50751,6.12591,-0.672108595704509,-0.388770000000001,6.22877,-0.615708726050101,-0.564795,6.38501,-0.518755958579235,-0.368400000000001,6.532775,-0.40944168275188,-0.432729999999999,6.584835,-0.365814451985412,-0.667455,6.63389,-0.321922610964116,-0.622285000000002,6.678205,-0.280404625821008,-0.57921,6.83074,-0.125755711938478,-0.289390000000001,6.84447,-0.110716917156099,0.510235000000002,6.89154,-0.0574709523466876,-0.462389999999999,6.89218,-0.056728076245323,-0.404235,6.99936,0.0764835510644942,-0.598935000000001,7.07296,0.182762321995876,-0.284389999999998,7.1931,0.371631718154597,-0.410779999999999,7.205795,0.391842919817913,-0.472380000000001,7.25427,0.468134260957362,-0.408545,7.25885,0.475230454576356,-0.330179999999999,7.2651,0.485037873978457,0.450785,7.29964,0.543381985165412,-0.36327,7.33656,0.610189202722379,-0.562715000000001,7.366095,0.663730395988657,-0.403524999999998,7.39027,0.705714843655912,-0.291720000000002,7.395345,0.714176946859546,-0.423500000000001,7.42243,0.762277097286603,-0.41724,7.45301,0.820138483393246,0.587515,7.458095,0.829627777992884,-0.597645,7.47748,0.864314874755226,-0.538094999999998,7.484995,0.876845134671858,-0.382680000000001,7.49653,0.894712105119702,-0.549745000000001,7.54589,0.966271951332346,0.453804999999999,7.554585,0.978281780202084,-0.452095,7.57538,1.00559906315073,-0.337630000000001,7.585145,1.01757773970979,-0.557915000000001,7.603515,1.03828505423107,-0.522269999999999,7.61089,1.04594259641211,-0.365020000000001,7.63031,1.06492844299553,-0.596865000000001,7.641685,1.07525611035474,0.494789999999998,7.65273,1.08472360470567,-0.4483,7.658435,1.08939748385097,-0.594964999999998,7.68087,1.10634868311256,-0.649325000000001,7.71446,1.12676963276635,-0.649380000000001,7.71796,1.12855359396796,-0.483360000000001,7.74859,1.14184415741929,-0.594460000000002,7.77582,1.15077145665437,-0.348680000000002,7.77809,1.15141837088119,-0.574325000000002,7.78021,1.15201087446961,-0.467079999999999,7.79963,1.15630687433171,-0.53678,7.824175,1.15895902345228,-0.598520000000001,7.87099,1.15743770328185,-0.536594999999998,7.883065,1.15603973083461,0.586565,7.88767,1.15543043894956,-0.532464999999998,7.91012,1.15117185219766,-0.476035,7.912105,1.15066196033076,-0.621865,7.95917,1.13330769588302,-0.586760000000002,7.9818,1.12217188683647,-0.403120000000001,8.080505,1.06677041047995,0.687605000000001,8.11049,1.05189883616617,-0.448194999999998,8.149205,1.03275793244319,-0.658304999999999,8.177025,1.01720052428561,-0.672689999999999,8.20651,0.999282301365839,0.6951,8.35447,0.894329960991013,-0.46058,8.4667,0.809267937314728,-0.653359999999999,8.58752,0.723545402960425,-0.34085,8.619135,0.700396572892437,-0.50103,8.670445,0.661599700277413,0.702369999999998,8.830925,0.532514058960999,-0.459955000000001,9.143975,0.266311794962161,-0.576705,9.15576,0.256381370229776,-0.420750000000002,9.328045,0.108562637579015,-0.535184999999998,9.33173,0.105338039248652,0.710290000000001,9.702655,-0.23303255106539,-0.593900000000001,9.774295,-0.301588770072275,-0.590554999999998,9.78778,-0.314611421934246,-0.459890000000001,9.97022,-0.494512430507234,-0.554179999999999,9.975935,-0.500259996566002,0.763400000000001,10.33982,-0.880077210935362,0.482375000000001,10.34551,-0.886233476844318,-0.601739999999999,10.380415,-0.924145395804606,-0.64236,10.45065,-1.00119549814,-0.475159999999999,10.694265,-1.27642708249681,-0.461185,10.78458,-1.38162023096159,-0.588550000000001,10.88751,-1.50359185813741,-0.413530000000002,10.97892,-1.61377663164138,-0.682485,11.09911,-1.76132447297194,-0.488969999999998,"NerlensNoel"
